,cenario,rodada,tempo_conectado_sem_link,tempo_desconectado,tempo_sem_link
0,0.0,0.0,0.3830189026606283,0.5935684702293412,0.9765873728899696
1,0.0,0.0,0.28195390607204535,0.7144024531090369,0.9963563591810822
2,0.0,0.0,0.19455398642015967,0.7993485577418321,0.9939025441619916
3,0.0,0.0,0.34782211846496935,0.6251941047153341,0.9730162231803033
4,0.0,0.0,0.39678822273784853,0.5521189292075707,0.9489071519454193
5,0.0,0.0,0.17759783014888106,0.8009361863184482,0.9785340164673293
6,0.0,0.0,0.2662206244678446,0.7157328681497767,0.9819534926176211
7,0.0,0.0,0.2768489457329348,0.7116654716007271,0.988514417333662
8,0.0,0.0,0.10735686586968327,0.8777694146398254,0.9851262805095085
9,0.0,0.0,0.336332236129109,0.6579131582276551,0.9942453943567641
10,0.0,1.0,0.3103229411302294,0.6891890271083088,0.999511968238538
11,0.0,1.0,0.4287354768910817,0.5663054890693734,0.9950409659604551
12,0.0,1.0,0.29297897253439625,0.7039229688800742,0.9969019414144704
13,0.0,1.0,0.3025418327936877,0.6935407320018586,0.9960825647955462
14,0.0,1.0,0.1319366865574223,0.860862312602315,0.9927989991597375
15,0.0,1.0,0.20453458624247625,0.7630995747763841,0.9676341610188605
16,0.0,1.0,0.13932276765490373,0.8565073741086838,0.9958301417635876
17,0.0,1.0,0.3728224026460248,0.5798885641329533,0.952710966778978
18,0.0,1.0,0.3970027948192342,0.5717137964462603,0.9687165912654945
19,0.0,1.0,0.18199843759297135,0.8042035806778806,0.9862020182708519
20,0.0,2.0,0.2924170252361966,0.6527392582662839,0.9451562835024804
21,0.0,2.0,0.34503257989985026,0.6272058367640209,0.9722384166638712
22,0.0,2.0,0.17667176445061664,0.8097505812469983,0.986422345697615
23,0.0,2.0,0.2409864103116679,0.7445391401194688,0.9855255504311367
24,0.0,2.0,0.26325070332832057,0.6703733274097847,0.9336240307381054
25,0.0,2.0,0.17446592336274652,0.8182878724446496,0.9927537958073961
26,0.0,2.0,0.2150647098703493,0.7452977152892053,0.9603624251595546
27,0.0,2.0,0.21299757489232254,0.7647411100500943,0.9777386849424167
28,0.0,2.0,0.2558067281219726,0.743004756336519,0.9988114844584915
29,0.0,2.0,0.2617677063497316,0.7321510161127534,0.9939187224624849
30,0.0,3.0,0.33208799840616554,0.632424299739086,0.9645122981452516
31,0.0,3.0,0.18846766682814506,0.766442499343186,0.954910166171331
32,0.0,3.0,0.29790518089329077,0.6673557849984831,0.9652609658917739
33,0.0,3.0,0.2521642066409386,0.7095686009721605,0.961732807613099
34,0.0,3.0,0.363260581506697,0.6164836530292569,0.9797442345359538
35,0.0,3.0,0.25390001232004594,0.7340286906455956,0.9879287029656415
36,0.0,3.0,0.45229309691611497,0.4984073322034799,0.9507004291195947
37,0.0,3.0,0.32891876583198376,0.6599129037375755,0.9888316695695591
38,0.0,3.0,0.17258379065819468,0.8210176975704059,0.9936014882286006
39,0.0,3.0,0.3395300826861779,0.6494749487101258,0.9890050313963037
40,0.0,4.0,0.3302206857692152,0.6334553833257667,0.9636760690949818
41,0.0,4.0,0.37010049905127446,0.5959431602744341,0.9660436593257086
