,entrada,cenario,rodada,tempo_desconectado,tempo_conectado_sem_link,tempo_sem_link
656,"(5, 6)",SimulacaoCenario1Deterministico,65.0,0.6856059306550742,0.29219353631059825,0.9777994669656724
657,"(5, 6)",SimulacaoCenario1Deterministico,65.0,0.7033665421099892,0.29241968555312253,0.9957862276631118
658,"(5, 6)",SimulacaoCenario1Deterministico,65.0,0.6997843237919117,0.2855686922847765,0.9853530160766881
659,"(5, 6)",SimulacaoCenario1Deterministico,65.0,0.7040670371746282,0.2862517544103487,0.9903187915849769
660,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.655996704797867,0.3325932487110311,0.9885899535088982
661,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.7292888931599311,0.24915233910091988,0.978441232260851
662,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.7091132109871456,0.28440840540495804,0.9935216163921037
663,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.8007820438265529,0.19055247577523896,0.991334519601792
664,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.7512049493608763,0.23678050387602728,0.9879854532369037
665,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.7876905449016821,0.20116704813629394,0.9888575930379758
666,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.6560887767470949,0.3286409365448466,0.9847297132919415
667,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.6861924681799456,0.30282700615358293,0.9890194743335285
668,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.6654494738353006,0.2897634828649578,0.9552129567002583
669,"(5, 6)",SimulacaoCenario1Deterministico,66.0,0.7335481434410892,0.22744267916358665,0.9609908226046759
670,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.6353632492035491,0.33245724320192965,0.9678204924054787
671,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.6670403416686512,0.31035171179920856,0.9773920534678598
672,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.7498642197679205,0.2440372169080662,0.9939014366759866
673,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.756434878160255,0.2353429718251177,0.9917778499853727
674,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.6630060486690257,0.31469194236836,0.9776979910373857
675,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.6252434733624236,0.3485627645567876,0.9738062379192113
676,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.6897243863836474,0.29854748694858535,0.9882718733322328
677,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.7012548048662232,0.24629088543716787,0.9475456903033911
678,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.62978609223823,0.33788265312723464,0.9676687453654645
679,"(5, 6)",SimulacaoCenario1Deterministico,67.0,0.7393431400847807,0.22576163816110362,0.9651047782458844
680,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.7249670572185449,0.2664545611406216,0.9914216183591668
681,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.6867494274151567,0.312088232113827,0.9988376595289838
682,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.6877834285688141,0.284545410915247,0.9723288394840611
683,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.6826041134805584,0.2876949105656062,0.9702990240461645
684,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.7807398795747825,0.20355941922622134,0.9842992988010039
685,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.7302872643014227,0.2591663348883114,0.9894535991897342
686,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.6395579553724448,0.33509778097199405,0.9746557363444387
687,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.7478619333020688,0.23133173913926044,0.9791936724413293
688,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.7455881838036852,0.21409445398294882,0.9596826377866339
689,"(5, 6)",SimulacaoCenario1Deterministico,68.0,0.7501336284969473,0.24066127245631988,0.9907949009532674
690,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.7780444565991576,0.2109625152666836,0.989006971865841
691,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.7552788890529442,0.23542872595023534,0.9907076150031795
692,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.6803164046027201,0.29266933518285937,0.9729857397855795
693,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.7187727188545838,0.2591713818375489,0.9779441006921327
694,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.7402428967146318,0.24815172392920667,0.9883946206438387
695,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.7134979921462226,0.2784202128365119,0.9919182049827346
696,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.7838345090128158,0.20793675037128856,0.9917712593841043
697,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.7994639088682892,0.19312047701855434,0.9925843858868436
698,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.6421111319746222,0.34113720743688297,0.9832483394115051
699,"(5, 6)",SimulacaoCenario1Deterministico,69.0,0.6075046732956727,0.3823472648178363,0.989851938113509
700,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.7470800425840124,0.23568977045085104,0.9827698130348635
701,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.6683309450644378,0.3021914488417462,0.9705223939061839
702,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.7022955906043554,0.27646862755111384,0.9787642181554693
703,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.7674966718260108,0.2114114333502085,0.9789081051762193
704,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.8475400466770895,0.14941615987234508,0.9969562065494344
705,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.733640356887374,0.26269682655180115,0.996337183439175
706,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.6838192570620455,0.2785098313800415,0.962329088442087
707,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.683672057729471,0.29960038676835626,0.9832724444978271
708,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.6610219996716761,0.3076799852847339,0.9687019849564099
709,"(5, 6)",SimulacaoCenario1Deterministico,70.0,0.6858167481420306,0.28914322168374473,0.9749599698257753
710,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.7615614956441733,0.2298042656273096,0.9913657612714829
711,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.704857943684891,0.2577398798684671,0.962597823553358
712,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.7365904553474522,0.2384492262828249,0.9750396816302769
713,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.6932230509522119,0.28919992701109715,0.9824229779633091
714,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.7421939489616108,0.23982698265509464,0.9820209316167055
715,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.7853363566886488,0.2119940998051021,0.997330456493751
716,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.7113574558151059,0.27911614640050764,0.9904736022156134
717,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.7222730539290554,0.25483350363883556,0.977106557567891
718,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.6714133447297591,0.2897257954730956,0.9611391402028547
719,"(5, 6)",SimulacaoCenario1Deterministico,71.0,0.690526179520841,0.29133676161588923,0.9818629411367301
720,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.7651005389884102,0.21623368353656472,0.9813342225249749
721,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.6878435652839149,0.2796446705352262,0.967488235819141
722,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.6760787131848213,0.2871158854146589,0.9631945985994801
723,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.6527854889397925,0.33130639983996657,0.9840918887797592
724,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.6980327325869053,0.2955682426767338,0.9936009752636391
725,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.6792589479161036,0.2943024856185973,0.9735614335347009
726,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.7316235068700535,0.2500506490531262,0.9816741559231796
727,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.777622598949919,0.20941657986641565,0.9870391788163347
728,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.7315628764855715,0.24932402581351612,0.9808869022990877
729,"(5, 6)",SimulacaoCenario1Deterministico,72.0,0.7499039361510347,0.2382898374455782,0.988193773596613
730,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.7208830888193136,0.26562566848592883,0.9865087573052425
731,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.7607075748196663,0.23621448141277962,0.9969220562324459
732,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.7234201682513314,0.26711134196891667,0.9905315102202482
733,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.6604731535356424,0.3143439131058399,0.9748170666414824
734,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.8019405014706867,0.17084532820114814,0.9727858296718349
735,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.7343717389155487,0.25706705565028626,0.9914387945658351
736,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.7256581876448412,0.24981662012240716,0.9754748077672484
737,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.7325334530999768,0.23913639703821782,0.9716698501381946
738,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.7192867093342067,0.2607490599647141,0.9800357692989208
739,"(5, 6)",SimulacaoCenario1Deterministico,73.0,0.674064106964591,0.3224113103839741,0.996475417348565
740,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.6758361323800769,0.28421970340369973,0.9600558357837766
741,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.7668131420813612,0.22653636189384374,0.9933495039752048
742,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.6901886433619343,0.28390910370763306,0.9740977470695672
743,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.7193452643077727,0.24698036859433833,0.9663256329021109
744,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.721860904180178,0.27343304098354726,0.9952939451637253
745,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.7224355709776891,0.24838700980620185,0.9708225807838909
746,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.7139404878152534,0.28009073914590515,0.9940312269611585
747,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.7902540062854251,0.1776350244856921,0.9678890307711172
748,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.7258263150593549,0.2570826998352387,0.9829090148945937
749,"(5, 6)",SimulacaoCenario1Deterministico,74.0,0.6820604415750308,0.2967705019664721,0.9788309435415028
750,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.7437556844072627,0.23128979766068453,0.9750454820679472
751,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.6941901221463697,0.2959615472480538,0.9901516693944235
752,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.7261932849290891,0.2647440590696116,0.9909373439987007
753,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.6616048370368974,0.3086118658044419,0.9702167028413394
754,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.6385789936240964,0.3438498860979379,0.9824288797220343
755,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.7655397074095686,0.22655803594818447,0.9920977433577529
756,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.7064918575115293,0.268547259351524,0.9750391168630531
757,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.7406725102623588,0.23749659009722912,0.9781691003595878
758,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.6986456078107818,0.2964869536630979,0.9951325614738796
759,"(5, 6)",SimulacaoCenario1Deterministico,75.0,0.7835100784851476,0.19224776771284563,0.9757578461979932
760,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.6664152306708315,0.3193534246998738,0.9857686553707053
761,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.7168786140190031,0.26813974534627794,0.985018359365281
762,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.7298501211073452,0.2502248099454804,0.9800749310528257
763,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.7162659244811952,0.27042953586061835,0.9866954603418134
764,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.7229918142241837,0.2641178010669612,0.9871096152911448
765,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.6937249896659664,0.2890730084528077,0.9827979981187742
766,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.7202699415687107,0.2716384872595185,0.9919084288282292
767,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.7322605781508584,0.22755089219765648,0.9598114703485149
768,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.7750402209391264,0.20970209778763216,0.9847423187267584
769,"(5, 6)",SimulacaoCenario1Deterministico,76.0,0.6539646348314401,0.3278942402092556,0.9818588750406957
770,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.6974196558252911,0.2627358859657023,0.9601555417909935
771,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.7019676799136138,0.27261043109669786,0.9745781110103114
772,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.7227331571548506,0.2368889473746361,0.9596221045294867
773,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.7001952930973405,0.2638147792728164,0.964010072370157
774,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.7886133310677282,0.1968206196037318,0.9854339506714601
775,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.6632456959386096,0.319728066468054,0.9829737624066637
776,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.6180211968750017,0.37480390456495916,0.9928251014399607
777,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.6453630167771376,0.32517390235171084,0.9705369191288485
778,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.7280243447958571,0.2603289128241262,0.9883532576199833
779,"(5, 6)",SimulacaoCenario1Deterministico,77.0,0.6174650650063405,0.3633834898592987,0.9808485548656393
780,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.677892051146617,0.29602879029949,0.973920841446107
781,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.6695608070689029,0.2887488958740174,0.9583097029429203
782,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.7885891221015788,0.18862258174960775,0.9772117038511864
783,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.7109309344006111,0.2516889187074839,0.962619853108095
784,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.7797584302154338,0.21409579449796934,0.993854224713403
785,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.6963489623020688,0.26734905204049875,0.9636980143425676
786,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.6616619168810742,0.2995924205353443,0.9612543374164185
787,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.7260328116257877,0.261856222119709,0.9878890337454967
788,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.7135558857513664,0.27682938638067045,0.9903852721320368
789,"(5, 6)",SimulacaoCenario1Deterministico,78.0,0.7120458627803421,0.2662284151428106,0.9782742779231527
790,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.7088136129395131,0.26491398854305165,0.9737276014825647
791,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.6386751484892624,0.3399730191636098,0.9786481676528722
792,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.7033385425914314,0.2943173978438364,0.9976559404352677
793,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.718832914261817,0.24807820499320132,0.9669111192550182
794,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.6663202070440649,0.30706851745761704,0.9733887245016818
795,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.7078334950155047,0.28060990658682844,0.9884434016023331
796,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.7719880067644023,0.21751414751331666,0.9895021542777189
797,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.6859525213754337,0.26773521482812207,0.9536877362035558
798,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.6855332281141856,0.2866903436720437,0.9722235717862293
799,"(5, 6)",SimulacaoCenario1Deterministico,79.0,0.7384162872042163,0.2612053067826679,0.9996215939868841
800,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.7152667013466697,0.26074433668404584,0.9760110380307155
801,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.6581673214695711,0.320610137436987,0.9787774589065582
802,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.7629811090018153,0.2208323612003859,0.9838134702022011
803,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.6655055814506599,0.31245139227376933,0.9779569737244292
804,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.7110623153663076,0.28244583766257775,0.9935081530288853
805,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.6655008434064177,0.3171551778091514,0.982656021215569
806,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.794778033794112,0.20123665318964612,0.9960146869837582
807,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.7983630799414937,0.17176019523431052,0.9701232751758043
808,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.7208570726110233,0.2708375241544151,0.9916945967654385
809,"(5, 6)",SimulacaoCenario1Deterministico,80.0,0.7538372879696841,0.21553444519072848,0.9693717331604127
810,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.7435091264925597,0.24076088744326438,0.9842700139358241
811,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.7249371356005635,0.24969904126989645,0.9746361768704598
812,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.6508949448209586,0.3308971890130897,0.9817921338340481
813,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.6981004628757693,0.28885218313667893,0.9869526460124483
814,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.7153986250480233,0.2683741547462747,0.983772779794298
815,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.6640781842513993,0.31620982895876343,0.9802880132101628
816,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.6908858286935124,0.2613771553329712,0.9522629840264838
817,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.7199147393092798,0.25080990363165956,0.9707246429409394
818,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.6834620027370782,0.3095084193019215,0.9929704220389998
819,"(5, 6)",SimulacaoCenario1Deterministico,81.0,0.6818883930331,0.2927552065543816,0.9746435995874816
820,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.7328883331471086,0.23557326757457256,0.9684616007216812
821,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.6761843271283413,0.29449644541723047,0.9706807725455717
822,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.6604269182324546,0.33062276667088175,0.9910496849033364
823,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.764223076499682,0.22680092056491782,0.9910239970645998
824,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.7568948949714924,0.22845749540737692,0.9853523903788692
825,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.6846937378130911,0.30579601878143686,0.990489756594528
826,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.7303468695767681,0.2620504120610961,0.9923972816378641
827,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.6285796622232013,0.33691852961945606,0.9654981918426573
828,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.7303919592393362,0.2665781720358178,0.9969701312751538
829,"(5, 6)",SimulacaoCenario1Deterministico,82.0,0.7958834515251144,0.20001171024444847,0.9958951617695629
830,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.7119487886418383,0.25495112790202995,0.9668999165438681
831,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.7244190769187929,0.2696083657775143,0.9940274426963073
832,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.7270611411518472,0.25946029305876944,0.9865214342106164
833,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.740680881914769,0.22634126886317782,0.9670221507779468
834,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.733692184466148,0.25289606221400424,0.9865882466801521
835,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.7238886394395949,0.2565054251503903,0.9803940645899851
836,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.7467897363391184,0.24264509488704242,0.9894348312261607
837,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.6974238817231209,0.28729033461414116,0.9847142163372619
838,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.7266965347579291,0.24603790404416767,0.9727344388020966
839,"(5, 6)",SimulacaoCenario1Deterministico,83.0,0.6522326984505892,0.29470804601384976,0.946940744464439
840,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.7238887045559228,0.228802907211888,0.9526916117678107
841,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.6815775566424728,0.3056460265828309,0.9872235832253036
842,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.6396353752130338,0.34259937838444104,0.982234753597475
843,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.7505671859767687,0.24218038636646105,0.9927475723432297
844,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.6967877365075189,0.2973070204246596,0.9940947569321784
845,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.7110789311142418,0.27122650912276053,0.9823054402370023
846,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.7245861991295034,0.24094794530735206,0.9655341444368556
847,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.6985328047141754,0.28828804543277153,0.986820850146947
848,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.674662608816362,0.290415426283934,0.9650780351002962
849,"(5, 6)",SimulacaoCenario1Deterministico,84.0,0.7021163951590699,0.2701342040720324,0.9722505992311025
850,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.6791548594219116,0.2890090287868819,0.9681638882087935
851,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.7289600273408254,0.25985995767664216,0.9888199850174676
852,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.7382835556379153,0.24883459174846345,0.9871181473863786
853,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.6777892074381555,0.30191398045034823,0.9797031878885039
854,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.6801748813497527,0.30945067627383593,0.9896255576235885
855,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.6915839763645736,0.30355437548520925,0.9951383518497827
856,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.6950201895213148,0.29857899950661565,0.9935991890279305
857,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.6493303421539979,0.34396893804269746,0.9932992801966953
858,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.7288151849996595,0.25359002058334146,0.9824052055830009
859,"(5, 6)",SimulacaoCenario1Deterministico,85.0,0.7192614681549548,0.2743932939640591,0.993654762119014
860,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.7372327191961522,0.2357412664076524,0.9729739856038047
861,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.7389186136121024,0.24362852621304118,0.9825471398251435
862,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.6263630913057654,0.32377516186927713,0.9501382531750425
863,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.6690380013240226,0.321578966521028,0.9906169678450506
864,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.6457659130706046,0.33360226442934166,0.9793681774999465
865,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.6934729894865718,0.28267589249648617,0.9761488819830579
866,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.6667059286287389,0.3013230506753752,0.9680289793041139
867,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.6587731560709338,0.30744799942370454,0.9662211554946382
868,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.707419021589543,0.2611369102800798,0.9685559318696229
869,"(5, 6)",SimulacaoCenario1Deterministico,86.0,0.7214426398893425,0.2604110144230047,0.9818536543123473
870,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.6936004712940358,0.2971964474719327,0.9907969187659684
871,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.6356291443455185,0.3459453814661816,0.9815745258117002
872,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.6825904967062895,0.27828515119668995,0.9608756479029793
873,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.7066175565697418,0.2748610771436297,0.9814786337133715
874,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.766394759999278,0.2114332808775918,0.9778280408768698
875,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.7640308048348673,0.2290246673515622,0.9930554721864295
876,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.700337234512421,0.28612585220802933,0.9864630867204504
877,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.7544171402571437,0.23760680836213444,0.9920239486192779
878,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.6844230276955858,0.29601987044441824,0.980442898140004
879,"(5, 6)",SimulacaoCenario1Deterministico,87.0,0.7140704933908133,0.2773068093295064,0.9913773027203199
880,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.7072749643985806,0.2695553704266883,0.9768303348252689
881,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.684482900359626,0.2903274303726199,0.974810330732246
882,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.6684938405199934,0.2947121932787021,0.9632060337986955
883,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.7187421537169493,0.27492477080924743,0.9936669245261966
884,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.7085744303743071,0.27519081730914485,0.9837652476834517
885,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.6863282899155386,0.2911933228708288,0.9775216127863674
886,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.6737027700133286,0.3000533924428412,0.9737561624561698
887,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.6107819070104793,0.34760916885565246,0.9583910758661317
888,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.7289486586864804,0.23111405141273975,0.9600627100992202
889,"(5, 6)",SimulacaoCenario1Deterministico,88.0,0.6802382714482766,0.28758864026080827,0.967826911709085
890,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.706764382583201,0.27759941134678257,0.9843637939299834
891,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.7739119794654599,0.2191167417977233,0.9930287212631832
892,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.7470295916904752,0.24415070134944974,0.9911802930399249
893,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.8021954405179174,0.19780067953713096,0.9999961200550482
894,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.7762458201694259,0.20102393206095082,0.9772697522303766
895,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.7059593123890358,0.2863244465674858,0.9922837589565215
896,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.7144323591440733,0.2585066910195385,0.9729390501636118
897,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.7445691070238895,0.24458963029449315,0.9891587373183826
898,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.7533808079034785,0.24609879995353368,0.9994796078570122
899,"(5, 6)",SimulacaoCenario1Deterministico,89.0,0.6901304055952107,0.3030870504448928,0.9932174560401035
900,"(5, 6)",SimulacaoCenario1Deterministico,90.0,0.6825432995223657,0.3127392855324012,0.995282585054767
